,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
5517,826069016,12/12/2014,458000.0,4,3.0,3280,62726,1.5,,NONE,Average,7 Average,3280,0.0,1979,0.0,98077,47.7509,-122.056,3210,73616
2436,824059277,12/15/2014,985000.0,3,3.5,2600,11920,2.0,NO,NONE,Very Good,8 Good,2600,0.0,1969,0.0,98004,47.582,-122.194,2430,10050
4689,7348200195,12/9/2014,173250.0,3,1.0,990,12696,1.5,NO,NONE,Average,7 Average,990,0.0,1936,,98168,47.4776,-122.279,1260,8937
2594,8056000075,5/21/2014,1070000.0,2,1.75,1890,9466,2.0,NO,NONE,Average,8 Good,1890,0.0,1987,0.0,98004,47.6144,-122.211,2180,12825
20522,2722069077,4/9/2015,430000.0,3,2.5,2075,39553,1.0,NO,NONE,Average,7 Average,2075,0.0,2012,0.0,98038,47.3601,-122.032,1960,9047
9470,1443500385,5/13/2014,155000.0,2,1.0,910,6232,1.0,,NONE,Average,6 Low Average,910,0.0,1943,,98118,47.5328,-122.272,1070,6232
15608,9274202005,7/2/2014,723000.0,4,2.25,2430,4748,1.5,NO,NONE,Average,8 Good,1630,800.0,1928,0.0,98116,47.5904,-122.389,2430,4748
6856,5605000595,12/9/2014,685000.0,6,2.25,2770,5854,1.5,NO,NONE,Average,8 Good,2120,650.0,1921,,98112,47.6466,-122.304,2300,5450
19792,3278604510,6/25/2014,364000.0,3,2.5,1800,2790,2.0,NO,NONE,Average,8 Good,1800,0.0,2011,0.0,98126,47.5455,-122.371,1580,2036
17411,480000170,6/27/2014,480000.0,2,1.0,1500,3420,1.0,NO,NONE,Average,7 Average,1500,0.0,1902,0.0,98103,47.661,-122.338,2050,3420
6654,2570300130,3/17/2015,414999.0,4,2.5,2150,10098,1.0,NO,NONE,Average,7 Average,1090,1060.0,1963,0.0,98034,47.7166,-122.201,1880,10000
14266,2201500555,9/29/2014,385000.0,3,1.0,1420,10980,1.0,NO,NONE,Good,7 Average,1200,220.0,1954,0.0,98006,47.574,-122.138,1630,9763
13349,3827600040,5/20/2014,749950.0,3,2.5,2770,10773,2.0,NO,AVERAGE,Average,9 Better,2770,0.0,1992,0.0,98008,47.5754,-122.12,2530,10423
1425,7852030320,2/17/2015,470000.0,3,2.5,2620,4874,2.0,NO,NONE,Average,7 Average,2620,0.0,1999,0.0,98065,47.5328,-121.879,2360,4231
5027,1117200190,8/4/2014,775000.0,3,2.5,3010,74390,2.0,NO,NONE,Average,10 Very Good,3010,0.0,1998,,98053,47.6442,-121.999,3240,109771
5281,9264900660,9/19/2014,241500.0,4,2.5,2500,9654,1.0,NO,NONE,Average,8 Good,1830,670.0,1979,,98023,47.3137,-122.343,2500,8839
1789,2600000510,7/26/2014,686000.0,4,2.25,2130,10650,2.0,NO,NONE,Good,8 Good,2130,0.0,1977,,98006,47.5567,-122.159,3380,10050
1502,6202600070,11/6/2014,1100000.0,5,2.5,3890,27311,2.0,NO,AVERAGE,Average,10 Very Good,3890,0.0,1950,1990.0,98177,47.7291,-122.363,3160,22641
11061,5154700060,10/15/2014,1660000.0,4,2.75,3520,19200,1.0,YES,EXCELLENT,Good,9 Better,1950,1570.0,1951,0.0,98136,47.525,-122.393,2450,7000
9799,5426300060,10/8/2014,1000000.0,3,2.25,2300,15952,1.0,NO,NONE,Good,8 Good,1150,1150.0,1963,0.0,98039,47.6322,-122.232,2200,14284
10667,7283900036,8/18/2014,402500.0,3,1.0,990,10752,1.5,NO,NONE,Good,7 Average,990,0.0,1929,,98133,47.7648,-122.35,1820,7600
15682,8029520250,3/18/2015,450000.0,3,2.5,3800,13071,2.0,NO,NONE,Average,10 Very Good,2730,1070.0,1994,0.0,98023,47.3076,-122.397,2980,11110
20063,7436700090,5/29/2014,449950.0,4,2.75,2320,4344,2.0,NO,NONE,Average,8 Good,2320,0.0,2012,0.0,98059,47.4862,-122.163,2310,3770
17978,9542890100,12/29/2014,415000.0,2,2.25,1130,2191,2.0,NO,NONE,Average,8 Good,1130,0.0,2010,,98052,47.6861,-122.103,1140,1710
678,3013300288,9/30/2014,478500.0,3,1.0,2090,4755,1.0,NO,AVERAGE,Average,8 Good,1200,890.0,1969,0.0,98136,47.5304,-122.387,1850,5300
6673,2619920010,7/3/2014,815000.0,4,2.5,3150,4203,2.0,NO,NONE,Average,9 Better,3150,0.0,2002,0.0,98033,47.688,-122.164,3150,5169
5851,2113700825,7/31/2014,172000.0,3,1.0,970,4700,1.0,NO,NONE,Good,6 Low Average,720,250.0,1943,0.0,98106,47.5285,-122.354,1560,4600
7194,6868200029,9/29/2014,467500.0,3,1.75,2260,8512,1.0,NO,NONE,Average,7 Average,1130,1130.0,1948,0.0,98125,47.7129,-122.304,2240,8040
10095,8079010310,6/11/2014,464000.0,4,2.5,2180,7203,2.0,NO,NONE,Good,8 Good,2180,?,1989,0.0,98059,47.5119,-122.151,2350,7334
13457,4104500191,5/22/2014,1170000.0,3,2.75,2890,12130,2.0,,GOOD,Good,10 Very Good,2830,60.0,1987,0.0,98033,47.6505,-122.203,2415,11538
21451,2311400056,12/1/2014,1990000.0,5,3.5,5230,8960,2.0,NO,NONE,Average,11 Excellent,4450,780.0,2014,,98004,47.5964,-122.201,2310,9603
12390,3522059196,6/27/2014,355000.0,3,1.75,2040,22693,1.0,,NONE,Good,8 Good,2040,0.0,1980,0.0,98042,47.3519,-122.14,1950,6280
5053,7750500275,8/7/2014,397500.0,4,1.75,2220,4760,1.0,NO,NONE,Average,7 Average,1320,900.0,1918,0.0,98106,47.5215,-122.348,940,4760
21187,3052700213,8/29/2014,461100.0,2,2.25,1210,1267,2.0,NO,NONE,Average,8 Good,1120,90.0,2010,0.0,98117,47.6783,-122.376,1360,1349
1850,2592400140,2/11/2015,386500.0,3,1.75,1520,7350,1.0,NO,NONE,Good,7 Average,1140,380.0,1972,0.0,98034,47.7167,-122.17,1380,7350
6522,3630120050,6/25/2014,565000.0,2,1.75,1670,4008,1.0,NO,NONE,Average,9 Better,1670,0.0,2005,0.0,98029,47.5539,-122.001,2330,3752
1070,5144000036,5/27/2014,360000.0,3,1.0,1050,9206,1.5,NO,NONE,Average,7 Average,1050,0.0,1954,0.0,98125,47.7071,-122.301,1380,6384
15425,2917200675,1/27/2015,340000.0,2,1.75,1500,4158,1.0,NO,NONE,Good,7 Average,1220,280.0,1947,,98103,47.7006,-122.35,1270,4081
6784,8651510380,12/16/2014,539000.0,3,2.0,2070,9195,1.0,NO,NONE,Average,8 Good,1220,850.0,1982,0.0,98074,47.6491,-122.061,2080,9551
14903,7986401205,4/25/2015,530000.0,2,1.0,760,3000,1.0,NO,NONE,Average,6 Low Average,760,0.0,1922,0.0,98107,47.6633,-122.357,1630,3600
10672,5249803645,8/29/2014,452000.0,2,1.0,1220,6000,1.0,,NONE,Average,6 Low Average,880,340.0,1938,0.0,98118,47.5647,-122.27,1220,6840
2772,8663260030,11/18/2014,416000.0,3,2.5,1800,5372,2.0,,NONE,Average,8 Good,1800,0.0,1987,0.0,98034,47.7188,-122.177,1650,6014
3392,3278602760,2/3/2015,369900.0,2,2.5,1770,1853,3.0,NO,NONE,Average,8 Good,1770,0.0,2007,0.0,98126,47.5472,-122.371,1770,1924
1099,7237500390,11/10/2014,1570000.0,5,4.5,6070,14731,2.0,NO,NONE,Average,11 Excellent,6070,0.0,2004,,98059,47.5306,-122.134,4750,13404
13676,7203101970,7/15/2014,362764.0,3,2.0,1460,4350,2.0,NO,NONE,Average,7 Average,1460,0.0,2008,0.0,98053,47.69600000000001,-122.026,1740,4622
7378,5039300305,11/7/2014,450000.0,3,2.5,1990,3478,2.0,NO,NONE,Average,10 Very Good,1520,470.0,1990,,98199,47.6361,-122.399,1710,6157
11034,7511200350,9/19/2014,580000.0,3,1.75,2040,81021,1.0,NO,NONE,Average,8 Good,2040,0.0,1980,0.0,98053,47.6536,-122.045,2260,39280
1749,3856904740,10/21/2014,490000.0,2,1.0,950,3060,1.0,NO,NONE,Average,6 Low Average,810,140.0,1925,,98105,47.6698,-122.323,1510,3780
418,8724300030,12/23/2014,355000.0,3,2.25,1860,5028,2.0,,NONE,Average,8 Good,1860,0.0,2012,0.0,98019,47.7318,-121.982,2320,5465
18127,9478501020,9/16/2014,317950.0,3,2.5,1980,4500,2.0,NO,NONE,Average,7 Average,1980,0.0,2012,0.0,98042,47.3671,-122.113,2200,4500
5819,1622049182,6/25/2014,386000.0,4,2.25,2050,9583,2.0,NO,AVERAGE,Average,8 Good,1770,280.0,1965,,98198,47.3978,-122.313,2230,9730
17564,7625702616,11/21/2014,219000.0,2,2.5,809,940,2.0,NO,NONE,Average,7 Average,809,0.0,2003,0.0,98136,47.5499,-122.384,1260,4240
10139,9526600710,7/24/2014,759900.0,4,2.5,3000,5639,2.0,,NONE,Average,8 Good,3000,0.0,2008,,98052,47.7066,-122.115,3000,4587
14606,104560540,9/17/2014,310000.0,4,2.75,2370,7320,2.0,NO,NONE,Average,7 Average,2370,0.0,1989,0.0,98023,47.3071,-122.36,1960,7320
18502,3885803465,4/9/2015,698000.0,3,1.75,1220,7447,1.0,NO,NONE,Good,7 Average,1220,0.0,1964,0.0,98033,47.6886,-122.211,1340,7200
10491,7518503490,7/31/2014,495000.0,3,2.0,1340,2550,2.0,NO,NONE,Average,7 Average,1340,0.0,1984,0.0,98117,47.6793,-122.38,1370,5100
19348,9485920120,8/29/2014,290000.0,4,2.5,2340,52272,2.0,NO,NONE,Fair,8 Good,2340,0.0,1978,0.0,98042,47.3468,-122.091,2480,40500
16942,9194102188,10/9/2014,675000.0,4,3.5,3190,6875,2.0,NO,AVERAGE,Average,8 Good,2120,1070.0,1999,,98034,47.7082,-122.221,2550,6875
21377,7694200090,5/4/2015,350000.0,3,2.5,1730,4086,2.0,,NONE,Average,8 Good,1730,0.0,2013,0.0,98146,47.5016,-122.341,2030,4086
8400,4036800580,6/21/2014,418000.0,4,1.5,1550,9176,1.0,NO,NONE,Average,7 Average,1000,550.0,1956,,98008,47.6005,-122.129,1730,8539
15832,1566100130,8/20/2014,319000.0,2,1.0,780,8271,1.0,NO,NONE,Good,6 Low Average,780,0.0,1924,,98115,47.7,-122.3,2220,8271
20040,2768301477,4/25/2015,539000.0,3,2.25,1280,1187,2.0,NO,NONE,Average,8 Good,1080,200.0,2008,0.0,98107,47.6651,-122.368,1280,1681
11978,7205850030,5/9/2014,566000.0,3,2.25,1660,10140,1.0,NO,NONE,Good,8 Good,1370,290.0,1980,,98052,47.6889,-122.128,2100,10125
17819,7853220970,5/28/2014,515000.0,4,2.5,2680,7178,2.0,NO,NONE,Average,8 Good,2680,0.0,2004,0.0,98065,47.5325,-121.856,2540,7133
4893,4154300275,1/15/2015,245000.0,2,1.0,990,4800,1.0,NO,NONE,Average,6 Low Average,990,0.0,1908,0.0,98118,47.5615,-122.28,1700,5400
8720,6383000690,3/25/2015,587100.0,3,2.25,1670,6414,1.0,NO,NONE,Good,8 Good,1670,0.0,1961,0.0,98117,47.6921,-122.386,2130,7035
18014,8731901910,6/16/2014,285500.0,4,1.75,1960,7950,1.0,NO,NONE,Good,8 Good,1960,0.0,1967,0.0,98023,47.3109,-122.377,1960,8400
8971,7243500015,10/3/2014,275000.0,4,2.0,1720,5472,1.0,NO,NONE,Average,6 Low Average,860,860.0,1923,0.0,98118,47.5299,-122.288,1720,5670
722,2225059214,8/8/2014,1580000.0,4,3.25,4670,51836,2.0,NO,NONE,Good,12 Luxury,4670,0.0,1988,0.0,98005,47.635,-122.164,4230,41075
5176,1891100130,4/17/2015,639000.0,3,2.25,1400,2421,2.0,NO,NONE,Average,9 Better,1400,0.0,2005,0.0,98034,47.695,-122.169,1500,2743
10153,8682230400,5/7/2014,428000.0,2,2.0,1350,3900,1.0,,NONE,Average,8 Good,1350,0.0,2003,0.0,98053,47.7094,-122.03,1440,3900
1860,9201000320,4/16/2015,765000.0,4,2.25,2620,17366,1.0,NO,GOOD,Average,9 Better,1430,1190.0,1984,0.0,98075,47.584,-122.077,2620,15335
19947,2224069165,9/2/2014,801000.0,4,3.5,3290,8059,2.0,NO,NONE,Average,9 Better,3290,0.0,2012,0.0,98029,47.5573,-122.02,3290,10758
1687,2767604247,7/11/2014,467000.0,2,2.5,1140,1181,3.0,NO,NONE,Average,8 Good,1140,0.0,2007,0.0,98107,47.6713,-122.383,1220,1189
8498,3649100304,8/19/2014,400000.0,3,2.25,1740,11040,2.0,,NONE,Average,8 Good,1740,0.0,1980,0.0,98028,47.7376,-122.242,1720,11778
20614,301400320,7/25/2014,255900.0,3,2.5,1489,3266,2.0,NO,NONE,Average,7 Average,1489,0.0,2014,0.0,98002,47.3452,-122.217,1537,3273
1992,993002325,6/23/2014,430000.0,2,1.5,950,4625,1.0,NO,NONE,Good,7 Average,950,0.0,1949,,98103,47.6912,-122.34,1440,4625
10524,3761100240,10/27/2014,901000.0,4,2.75,3030,18400,1.5,NO,GOOD,Average,9 Better,2360,670.0,1973,,98034,47.7019,-122.243,3030,12486
17469,7387500235,3/17/2015,363000.0,3,1.75,1960,8136,1.0,NO,NONE,Average,7 Average,980,980.0,1948,,98106,47.5208,-122.364,1070,7480
21166,7299600950,4/8/2015,279950.0,3,2.5,1608,4800,2.0,NO,NONE,Average,8 Good,1608,0.0,2013,0.0,98092,47.2585,-122.201,2009,4800
18526,820000018,10/14/2014,387500.0,3,3.25,1860,2218,3.0,NO,NONE,Average,8 Good,1860,0.0,2001,0.0,98125,47.7185,-122.313,1860,2218
20693,423059409,9/28/2014,440000.0,4,2.5,2230,5650,2.0,NO,NONE,Average,7 Average,2230,0.0,2011,0.0,98056,47.5073,-122.168,1590,7241
16254,3025300250,5/13/2015,1620000.0,4,2.25,2350,17709,2.0,NO,NONE,Good,9 Better,2350,0.0,1977,,98039,47.6232,-122.236,3360,19855
6117,326049024,4/10/2015,603000.0,4,2.25,2370,11310,1.0,NO,NONE,Average,8 Good,1550,820.0,1968,0.0,98155,47.7684,-122.289,1890,8621
3459,3824100246,10/21/2014,460000.0,4,2.75,2200,9676,1.0,NO,NONE,Average,8 Good,1500,700.0,1979,,98028,47.7713,-122.259,2120,9585
15722,8824900050,6/12/2014,656500.0,4,2.0,2710,4750,1.0,,NONE,Good,7 Average,1460,1250.0,1919,,98115,47.6756,-122.305,1700,3800
6567,5104530430,2/9/2015,366000.0,3,2.5,2370,4375,2.0,NO,NONE,Average,8 Good,2370,0.0,2006,0.0,98038,47.354,-121.999,2380,4606
20363,7852130460,3/25/2015,500000.0,4,3.0,2520,4104,2.0,,NONE,Average,7 Average,2520,0.0,2002,0.0,98065,47.5352,-121.88,2510,5015
5670,7933250050,10/28/2014,1420000.0,5,3.25,4020,4500,2.0,NO,NONE,Average,9 Better,3120,900.0,2010,0.0,98004,47.6349,-122.204,3550,5775
9296,7701960720,10/17/2014,1080000.0,4,2.5,4200,35267,2.0,NO,NONE,Average,11 Excellent,4200,0.0,1990,0.0,98077,47.7108,-122.071,3540,22234
16892,3445000005,11/17/2014,237600.0,2,1.0,1370,11584,1.0,NO,NONE,Good,6 Low Average,1370,0.0,1950,0.0,98198,47.4224,-122.293,1330,8012
2810,1651500060,9/29/2014,845000.0,5,2.0,1720,9972,1.0,NO,NONE,Good,8 Good,1720,0.0,1951,0.0,98004,47.6368,-122.218,2700,9023
8949,5207200360,9/3/2014,420000.0,2,1.0,930,5368,1.0,NO,NONE,Good,7 Average,930,0.0,1953,0.0,98115,47.6952,-122.275,1770,6000
5492,1721800470,5/21/2014,230000.0,5,2.0,1930,6120,1.5,NO,NONE,Average,6 Low Average,1930,0.0,1941,1969.0,98146,47.5073,-122.337,1130,6120
19396,7211400850,8/11/2014,229000.0,3,1.5,1200,5000,1.0,NO,NONE,Average,6 Low Average,1200,0.0,1979,0.0,98146,47.5122,-122.357,1440,2500
12710,2988800065,12/2/2014,281000.0,2,1.0,1280,12500,1.0,NO,NONE,Average,7 Average,1060,220.0,1951,0.0,98178,47.4833,-122.237,1460,17771
18295,7539900040,7/28/2014,625000.0,4,2.5,1750,9000,1.0,NO,NONE,Average,8 Good,1410,340.0,1977,2003.0,98052,47.6403,-122.105,2120,9600
13330,7304300760,6/25/2014,349000.0,3,1.0,1010,8184,1.0,NO,NONE,Good,6 Low Average,1010,0.0,1947,0.0,98155,47.7416,-122.319,1010,8184
15753,3211260290,3/9/2015,443000.0,4,3.0,2620,35124,2.0,NO,NONE,Average,9 Better,2620,0.0,1987,0.0,98092,47.3067,-122.116,2920,35807
574,2473360060,1/2/2015,263500.0,3,1.75,1330,9917,1.0,,NONE,Average,7 Average,1040,290.0,1981,0.0,98058,47.4478,-122.161,1330,9081
8449,3343900781,10/27/2014,299000.0,3,1.5,1190,9135,1.0,NO,NONE,Good,7 Average,1190,0.0,1959,,98056,47.5164,-122.189,1520,9146
19326,1777600900,7/10/2014,710000.0,4,2.5,2870,8995,1.0,NO,NONE,Very Good,8 Good,1870,1000.0,1968,0.0,98006,47.5678,-122.128,2670,9672
18816,3216000090,7/29/2014,785000.0,4,2.5,3230,21781,2.0,NO,NONE,Average,9 Better,3230,0.0,1993,,98053,47.6318,-122.01,3230,21780
9232,1973800150,4/2/2015,480000.0,4,2.25,2330,14190,1.0,NO,NONE,Average,8 Good,1740,590.0,1962,,98034,47.718,-122.242,2330,14190
19364,2768100205,6/25/2014,519000.0,4,2.5,1950,2617,1.5,NO,NONE,Good,7 Average,1250,700.0,1910,0.0,98107,47.6696,-122.372,1520,1438
21047,5200087,7/9/2014,487000.0,4,2.5,2540,5001,2.0,NO,NONE,Average,9 Better,2540,0.0,2005,0.0,98108,47.5423,-122.302,2360,6834
14377,1126049103,8/29/2014,415000.0,3,1.5,1860,9003,1.0,NO,NONE,Average,7 Average,1490,370.0,1955,0.0,98028,47.7624,-122.26,2090,11574
3625,5249804560,8/18/2014,510000.0,4,1.0,1060,7200,1.0,NO,FAIR,Average,6 Low Average,880,180.0,1925,,98118,47.5591,-122.268,1910,7200
19304,4083302225,10/14/2014,850000.0,4,3.0,2550,3784,1.5,NO,NONE,Good,8 Good,1750,800.0,1900,0.0,98103,47.6559,-122.338,2100,4560
18732,7522600110,12/29/2014,275000.0,3,2.0,1540,10410,1.0,,NONE,Good,7 Average,1540,0.0,1967,0.0,98198,47.3662,-122.315,1590,7725
20529,1225039067,4/6/2015,455000.0,2,2.0,1190,1303,2.0,NO,NONE,Average,8 Good,800,390.0,2009,0.0,98107,47.6675,-122.368,1670,2425
8695,2450500110,5/8/2014,780000.0,4,1.75,2480,9195,1.0,NO,NONE,Average,7 Average,1390,1090.0,1950,0.0,98004,47.584,-122.195,2440,9195
6354,7853240660,8/20/2014,650000.0,3,2.5,3060,7831,2.0,NO,AVERAGE,Average,9 Better,3060,0.0,2004,0.0,98065,47.5401,-121.861,3140,7438
10514,624069050,4/7/2015,1570000.0,4,3.5,5370,323215,2.0,NO,NONE,Average,10 Very Good,5370,0.0,2002,0.0,98075,47.6003,-122.076,3780,9891
13633,7504400620,4/13/2015,418500.0,3,2.0,1800,12440,1.0,NO,NONE,Average,8 Good,1220,580.0,1978,0.0,98074,47.6254,-122.05,2460,12352
21434,8562790720,5/14/2015,749950.0,4,3.5,2630,3757,2.0,NO,NONE,Average,10 Very Good,2200,430.0,2008,0.0,98027,47.5322,-122.075,2620,2699
848,7197350070,3/4/2015,512000.0,3,1.75,1610,12555,1.0,NO,NONE,Average,7 Average,1080,530.0,1977,0.0,98052,47.6618,-122.136,1780,10374
2248,6151800070,9/3/2014,700000.0,3,1.75,2600,7668,1.0,NO,NONE,Good,8 Good,1300,1300.0,1968,0.0,98010,47.3402,-122.046,1980,13664
5616,3806000005,10/30/2014,110000.0,2,1.0,760,4746,1.0,NO,NONE,Average,5 Fair,760,0.0,1930,0.0,98055,47.4836,-122.214,1360,7810
8564,3622069095,9/17/2014,679000.0,4,3.5,3420,49223,2.0,,NONE,Average,9 Better,3420,0.0,2004,0.0,98010,47.3534,-121.992,3580,49223
20488,301401390,8/5/2014,319900.0,4,2.75,2475,4000,2.0,NO,NONE,Average,7 Average,2475,0.0,2014,,98002,47.3452,-122.21,2166,4000
13509,2346800180,3/9/2015,620000.0,5,1.0,2230,16800,1.5,NO,GOOD,Good,7 Average,1700,530.0,1923,,98136,47.5161,-122.395,2730,18400
18236,7202340530,4/10/2015,498000.0,3,2.5,1690,4088,2.0,NO,NONE,Average,7 Average,1690,0.0,2004,0.0,98053,47.6779,-122.034,1950,4088
13679,937000330,12/24/2014,157000.0,3,1.5,1170,11530,1.0,NO,NONE,Average,7 Average,1170,0.0,1960,0.0,98198,47.4211,-122.29,1550,8605
8118,2787460720,2/27/2015,200000.0,3,2.0,1010,7896,1.0,NO,NONE,Average,7 Average,1010,0.0,1984,0.0,98031,47.4046,-122.181,1540,7896
5303,1862000010,8/28/2014,915000.0,4,2.5,3400,35062,2.0,,NONE,Good,11 Excellent,3400,0.0,1988,,98052,47.7168,-122.113,2880,9705
4052,9297301055,12/9/2014,363000.0,2,1.0,1120,4800,1.0,NO,NONE,Average,7 Average,770,?,1926,,98126,47.5669,-122.372,1510,4800
12129,5505700030,5/28/2014,590000.0,3,2.0,1650,6150,2.0,NO,NONE,Good,7 Average,1650,0.0,1926,1993.0,98116,47.5713,-122.394,1280,6150
14444,2525300540,11/14/2014,185000.0,3,1.5,1090,9605,1.0,NO,NONE,Good,6 Low Average,1090,0.0,1969,0.0,98038,47.3609,-122.028,1160,10487
10923,2141500070,6/19/2014,450000.0,4,2.5,2400,7693,2.0,NO,NONE,Average,8 Good,2400,0.0,2003,,98059,47.4881,-122.142,2400,8038
20178,1459920190,12/4/2014,385000.0,4,2.5,2630,5701,2.0,NO,NONE,Average,7 Average,2630,0.0,2010,0.0,98042,47.375,-122.16,2770,5939
19843,8895800200,10/17/2014,1100000.0,4,2.75,3590,5625,2.0,NO,NONE,Average,10 Very Good,3590,0.0,2012,0.0,98052,47.6959,-122.133,3590,5625
14390,7987401010,7/3/2014,633000.0,4,2.5,2360,10000,1.0,NO,GOOD,Average,8 Good,1980,380.0,1977,0.0,98126,47.573,-122.374,2480,5000
4076,8564950300,9/19/2014,450000.0,3,2.5,2180,4226,2.0,NO,NONE,Average,8 Good,2180,0.0,2004,0.0,98011,47.7733,-122.226,2540,4607
997,1442800370,4/15/2015,189950.0,2,1.0,1030,4188,1.0,NO,NONE,Average,8 Good,1030,0.0,1981,0.0,98038,47.3738,-122.057,1450,3376
4332,7738500475,12/12/2014,485000.0,4,3.25,2820,6611,1.0,NO,NONE,Average,7 Average,1410,1410.0,1958,0.0,98155,47.7473,-122.285,2320,6611
12926,5379800040,8/13/2014,275000.0,2,1.75,2090,11317,1.0,NO,NONE,Very Good,7 Average,1090,1000.0,1931,,98188,47.4594,-122.279,1940,11317
9368,2767603608,10/2/2014,405000.0,2,1.5,1170,1274,3.0,NO,NONE,Average,8 Good,1170,0.0,2001,0.0,98107,47.6719,-122.381,1290,1308
11586,7237501040,6/17/2014,1200000.0,4,3.5,4170,9748,2.0,NO,NONE,Average,11 Excellent,4170,?,2004,,98059,47.528,-122.132,4560,10589
551,1373800295,10/13/2014,1450000.0,3,3.0,4380,6320,2.0,NO,GOOD,Very Good,10 Very Good,3580,800.0,1952,,98199,47.6452,-122.411,3080,7680
17956,1939100610,6/23/2014,560000.0,4,2.5,2300,7989,2.0,NO,NONE,Average,9 Better,2300,0.0,1990,0.0,98074,47.6273,-122.034,2280,8835
19412,1423069162,6/4/2014,549000.0,4,2.25,2740,88426,2.0,NO,NONE,Average,7 Average,2740,0.0,1991,0.0,98027,47.4734,-122.006,2740,62726
4372,1326069188,5/11/2015,350000.0,3,2.5,1640,10424,2.0,NO,NONE,Average,7 Average,1640,?,1988,0.0,98019,47.7345,-121.977,1560,10101
3497,5525400300,5/21/2014,619420.0,4,2.75,2450,14803,2.0,NO,NONE,Good,9 Better,2450,0.0,1988,0.0,98059,47.5261,-122.162,2330,14803
19777,5609000311,4/10/2015,729999.0,6,4.5,3600,6110,2.0,NO,NONE,Average,9 Better,2510,?,2012,0.0,98118,47.5687,-122.291,1360,5800
14572,1139000072,4/3/2015,325000.0,2,1.5,1180,834,3.0,NO,NONE,Average,8 Good,1180,0.0,2009,0.0,98133,47.7074,-122.356,1180,1207
14983,5569620050,7/21/2014,731688.0,4,3.0,2630,5772,2.0,NO,NONE,Average,9 Better,2630,0.0,2006,0.0,98052,47.6952,-122.133,3460,6158
8032,1250200495,6/24/2014,455000.0,2,1.5,1200,1259,2.0,NO,NONE,Average,8 Good,1000,200.0,2015,,98144,47.6001,-122.298,1320,1852
1407,9473200105,9/24/2014,425000.0,2,1.0,2110,4920,1.5,,NONE,Average,7 Average,1460,650.0,1911,0.0,98103,47.6872,-122.339,1390,4732
17115,3645100280,6/13/2014,385000.0,3,2.25,1920,4833,1.0,NO,NONE,Good,7 Average,1060,860.0,1921,0.0,98133,47.7067,-122.352,1580,5134
19854,710600160,9/9/2014,665000.0,4,3.5,2650,3474,2.0,NO,NONE,Average,8 Good,2230,420.0,2011,0.0,98027,47.5377,-122.046,2330,3474
19083,2114700615,7/8/2014,148000.0,2,1.0,630,4200,1.0,NO,NONE,Average,6 Low Average,630,0.0,1930,0.0,98106,47.5329,-122.348,970,4200
14021,7701960210,4/27/2015,875000.0,4,2.5,3030,16000,2.0,NO,NONE,Average,11 Excellent,3030,0.0,1990,0.0,98077,47.7125,-122.081,3670,16641
14254,2141330360,7/29/2014,625000.0,4,2.25,2100,8290,2.0,,NONE,Good,8 Good,2100,0.0,1978,0.0,98006,47.5595,-122.129,2100,8290
16287,1130000005,7/15/2014,1600000.0,3,2.25,3170,5000,2.0,NO,NONE,Very Good,10 Very Good,2230,940.0,1975,0.0,98102,47.6349,-122.318,3170,5400
1812,3125079062,4/26/2015,589000.0,3,2.5,2660,206480,1.0,NO,NONE,Average,8 Good,2660,0.0,1989,,98024,47.6042,-121.956,2660,206736
11780,873900240,7/2/2014,256000.0,4,2.5,2050,5787,2.0,,NONE,Average,7 Average,2050,0.0,2002,0.0,98198,47.3527,-122.315,2030,6615
20723,9122001230,12/5/2014,590000.0,3,3.5,1970,5079,2.0,NO,NONE,Average,8 Good,1680,290.0,2007,0.0,98144,47.5816,-122.296,1940,6000
20341,9492500170,7/23/2014,879950.0,4,2.75,3020,7203,2.0,NO,NONE,Average,9 Better,3020,0.0,2014,0.0,98033,47.6948,-122.178,3010,7215
693,8024200350,3/4/2015,410000.0,2,1.0,800,4342,1.0,NO,NONE,Average,6 Low Average,670,130.0,1927,0.0,98115,47.6997,-122.316,1210,4343
10725,4054510310,12/1/2014,1040000.0,4,4.0,4090,51908,2.0,NO,NONE,Average,11 Excellent,4090,0.0,1991,0.0,98077,47.7226,-122.039,4290,41655
5011,6430000280,12/16/2014,453000.0,4,2.0,1880,5100,1.0,NO,NONE,Average,8 Good,1880,0.0,1952,0.0,98103,47.6872,-122.349,1610,4590
3443,2823059055,3/29/2015,199000.0,3,1.0,1390,21262,1.0,NO,NONE,Average,7 Average,1390,0.0,1958,0.0,98058,47.4454,-122.185,1560,10800
9174,1565950230,11/20/2014,305000.0,3,2.5,2100,6825,2.0,NO,NONE,Average,8 Good,2100,0.0,1994,0.0,98055,47.4314,-122.189,2180,7614
11501,5153100030,8/25/2014,349950.0,3,2.5,2140,7715,2.0,NO,NONE,Average,7 Average,2140,?,1991,,98198,47.38399999999999,-122.322,1990,7628
19834,7853270520,4/9/2015,622950.0,4,3.25,3030,7644,2.0,NO,NONE,Average,8 Good,2830,200.0,2006,0.0,98065,47.5457,-121.881,3400,6908
