,Unnamed: 0.1,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,geometry,police_dist,police_station_name,medical_dist,medical_name,school_dist,school_name,farmers_market_dist,farmers_market_name,view_y_n,basement_y_n,grade_10 Very Good,grade_11 Excellent,grade_5 Fair,grade_6 Low Average,grade_7 Average,grade_8 Good,grade_9 Better,condition_Average,condition_Fair,condition_Good,condition_Poor,condition_Very Good
2379,2379,4/30/2015,3,2.25,1552,3600,2.0,1552,0.0,2012,0.0,98092,47.3198,-122.178,1677,3600,POINT (-122.178 47.3198),0.053402214961240604,Auburn Police Department,0.042279372918177474,HealthPoint at Valley Cities Auburn,0.005811871390437482,Lea Hill Elementary School,0.04510194710676104,Auburn International Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6043,6043,5/23/2014,4,2.5,2560,36601,2.0,2560,0.0,1987,0.0,98075,47.5851,-121.992,2790,36601,POINT (-121.992 47.5851),0.04765072861820864,Sammamish Police Department,0.04469922299995367,Swedish Pine Lake Primary Care,0.014239868619080468,Challenger Elementary School,0.06732926125055454,Issaquah Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16974,16974,3/20/2015,3,2.25,1850,7800,2.0,1850,0.0,1974,0.0,98023,47.3146,-122.379,2360,8000,POINT (-122.379 47.3146),0.053503710902558524,Federal Way Police Department,0.04734775905628024,Kaiser Permanente - Federal Way,0.009344802196101778,Twin Lakes Elementary School,0.06996673719415801,Federal Way Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
10604,10604,10/24/2014,4,3.25,4350,7090,2.0,2870,1480.0,1999,0.0,98042,47.3747,-122.156,2490,7266,POINT (-122.156 47.3747),0.032117719721257126,Police-Fire Training Center,0.04263577449728557,Valley Medical Covington,0.0028722077003796834,Meridian Elementary School,0.046422951502981376,Kent East Hill Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15593,15593,8/1/2014,3,1.75,1350,7370,1.0,1350,0.0,1912,0.0,98118,47.5336,-122.278,1440,6000,POINT (-122.278 47.5336),0.016183909627298848,Seattle Police South Precinct,0.020695283354544704,Kaiser Permanente - Rainier,0.007473489683742069,Wing Luke Elementary School,0.026697215564002803,Columbia City Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11570,11570,3/19/2015,3,2.25,2800,35362,2.0,2800,0.0,1985,0.0,98042,47.3507,-122.089,2800,37058,POINT (-122.089 47.3507),0.030293973428201938,Covington Police Department,0.0286480025603337,Valley Medical Covington,0.006536680869217863,Grass Lake Elementary School,0.06347199268779671,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
13177,13177,8/1/2014,2,1.0,1080,5000,1.0,1080,0.0,1954,0.0,98106,47.5682,-122.359,1010,5000,POINT (-122.359 47.5682),0.032425675460932515,Seattle Police Southwest Precinct,0.02783922308127244,Swedish West Seattle Primary Care,0.0056249407084858994,Pathfinder K-8 School,0.0298569611500948,West Seattle Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2269,2269,9/29/2014,4,1.5,1520,5910,1.0,1020,500.0,1946,0.0,98115,47.6904,-122.295,1710,5910,POINT (-122.295 47.6904),0.041709748740224366,Seattle Police North Precinct,0.02436075387946768,Swedish Clinic Green Lake,0.0021193029449877,Wedgewood Elementary School,0.029354022684716933,Lake City Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17471,17471,8/27/2014,4,2.5,2800,6820,2.0,2800,0.0,1997,0.0,98042,47.3695,-122.108,2060,6820,POINT (-122.108 47.3695),0.014386882739791291,Covington Police Department,0.013970658023052956,Valley Medical Covington,0.005855960081365858,Rainier Christian High School,0.07813674403789994,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11428,11428,9/22/2014,3,3.5,3010,5717,2.0,3010,0.0,2000,0.0,98007,47.5943,-122.15,2780,5138,POINT (-122.15 47.5943),0.018374742681021496,WSP District 2 Headquarters and Communications,0.018707415461553408,Kaiser Permanente - Factoria,0.0056061934682164255,Jubilee REACH,0.03236873836888232,Crossroads Farmers Market,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
16730,16730,11/20/2014,2,2.5,1280,1566,2.0,1280,0.0,2005,0.0,98055,47.4336,-122.195,1460,1845,POINT (-122.195 47.4336),0.04217181593445797,Renton Police Department,0.0168598639124712,Pacific Medical Center Renton,0.00781955938239245,Benson Hill Elementary School,0.04789621726403137,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1648,1648,6/18/2014,3,1.0,990,10723,1.0,990,0.0,1960,0.0,98059,47.4887,-122.133,1460,10723,POINT (-122.133 47.4887),0.048154170770633095,Fairwood Storefront,0.0241125654012524,Valley Medical Highlands Primary Care,0.010447927521277692,Apollo Elementary School,0.07553848454759078,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13528,13528,10/12/2014,4,2.5,2960,4750,2.0,2960,0.0,2005,0.0,98029,47.5544,-121.993,2960,4750,POINT (-121.993 47.5544),0.047710719437869316,Issaquah Police Department,0.03423315978987137,Swedish Medical Center Issaquah,0.01398943184258783,Grand Ridge Elementary School,0.0567210948208757,Issaquah Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
282,282,5/13/2015,5,3.0,3830,8480,2.0,2630,1200.0,1905,1994.0,98122,47.6166,-122.287,3050,7556,POINT (-122.287 47.6166),0.03032429725816393,Seattle Police East Precinct,0.020573472908528,Hearing Speech and Deafness Center,0.001523163641178454,Epiphany School,0.010060776788129158,Madrona Farmers Market,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
4507,4507,9/19/2014,4,2.0,1680,2600,1.0,840,840.0,1915,0.0,98107,47.6648,-122.363,1680,3340,POINT (-122.363 47.6648),0.031753265710415014,Seattle Police Harbor Patrol Office,0.016818267751699655,Swedish Medical Center Ballard Campus,0.004779326174305992,Pacific Crest School,0.015346465815896847,Phinney Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14243,14243,8/19/2014,3,2.5,1520,5649,2.0,1520,0.0,1989,0.0,98034,47.7221,-122.162,1540,5000,POINT (-122.162 47.7221),0.02782029447173633,Kirkland Police Department,0.017853252028560994,EvergreenHealth Medical Center,0.004961513724764451,John Muir Elementary School,0.03300687255914516,Woodinville Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1873,1873,12/2/2014,3,2.5,1630,10762,1.0,1630,0.0,1994,0.0,98011,47.7508,-122.175,1770,10762,POINT (-122.175 47.7508),0.012940516150319832,Woodinville Police Department,0.01868762721833384,Kaiser Permanente - Northshore,0.008907835352528422,Woodmoor Elementary School,0.01852675868729455,Woodinville Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8412,8412,6/19/2014,4,2.0,2080,13510,1.0,1040,1040.0,1950,0.0,98178,47.4918,-122.258,2010,11625,POINT (-122.258 47.4918),0.01864336071487709,West Hill Storefront,0.03423798624902648,Blood Bank-Tukwila,0.0047665051192788774,Campbell Hill Elementary School,0.030491432239590638,Tukwila Village Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6236,6236,6/25/2014,3,2.5,2380,6832,2.0,2380,0.0,2002,0.0,98065,47.5372,-121.876,2580,6832,POINT (-121.876 47.5372),0.010114743044968543,Snoqualmie Police Department,0.02652001935060316,Snoqualmie Valley Hospital,0.004710193557244303,Cascade View Elementary School-Snoqualmie,0.1033584092264134,North Bend Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6877,6877,4/21/2015,2,1.0,700,5559,1.0,700,0.0,1949,0.0,98155,47.7492,-122.311,1230,8100,POINT (-122.311 47.7492),0.03376017244254985,Lake Forest Park Police Department,0.042510262074231545,UW Clinic Shoreline,0.003623159297673534,Transportation-Shoreline,0.03221378278646196,Lake Forest Park Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6015,6015,4/15/2015,4,2.0,1780,19843,1.0,1780,0.0,1963,0.0,98058,47.4414,-122.154,2210,13500,POINT (-122.154 47.4414),0.003657677799267672,Fairwood Storefront,0.0056333699452829795,Valley Medical Fairwood Primary Care,0.004590681725377587,Carriage Crest Elementary School,0.06620251008813767,Renton Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
17370,17370,10/29/2014,2,1.5,1430,1650,3.0,1430,0.0,1999,0.0,98125,47.7222,-122.29,1430,1650,POINT (-122.29 47.7222),0.0340582594450763,Lake Forest Park Police Department,0.03487934893844779,Kindred Hospital Seattle - Northgate,0.004377664244994176,Cedar Park Elementary School,0.008408367720923559,Lake City Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7720,7720,6/25/2014,3,1.0,1090,3264,1.0,1090,0.0,1969,0.0,98092,47.3155,-122.182,1090,3330,POINT (-122.182 47.3155),0.04869652541433992,Auburn Police Department,0.039901538374107766,HealthPoint at Valley Cities Auburn,0.006567613453644789,Green River College,0.039566774517856514,Auburn International Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17730,17730,2/6/2015,5,3.5,4150,13232,2.0,4150,0.0,2006,0.0,98003,47.3417,-122.182,3840,15121,POINT (-122.182 47.3417),0.04047497190575978,Police-Fire Training Center,0.033369126516270844,Kaiser Permanente - Kent,0.010132339908452843,Auburn Mountainview High School,0.04439455374994733,Kent East Hill Farmers Market,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8411,8411,5/8/2015,5,3.75,3490,15246,1.0,1940,1550.0,1968,0.0,98040,47.5479,-122.212,3410,15682,POINT (-122.212 47.5479),0.029718792968511917,Mercer Island Police Station,0.044991310826534285,Valley Medical Newcastle Primary Care,0.012199826142549624,Island Park Elementary School,0.040498843664552635,Mercer Island Farmers Market,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1844,1844,4/1/2015,3,1.75,1080,3200,1.0,880,200.0,1926,0.0,98103,47.6503,-122.338,1780,5200,POINT (-122.338 47.6503),0.004622602469630232,Seattle Police Harbor Patrol Office,0.02128573686073945,UW Medical Center Roosevelt,0.007156447718114759,Alexander Hamilton International Middle School,0.015690791165338912,Wallingford Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16569,16569,6/20/2014,3,2.25,2060,9552,1.0,1610,450.0,1975,0.0,98040,47.5402,-122.231,2930,11212,POINT (-122.231 47.5402),0.04264326665906568,Mercer Island Police Station,0.0506361749207468,Kaiser Permanente - Rainier,0.00367008579661946,Islander Middle School,0.041809392980633936,Mercer Island Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
10968,10968,1/28/2015,4,2.0,5461,22880,1.0,3265,2196.0,1964,0.0,98032,47.3557,-122.29,1940,10995,POINT (-122.29 47.3557),0.027821631862084167,Lake Dolloff Storefront,0.01878098832189657,HealthPoint Midway,0.008526473391148169,Star Lake Elementary School,0.04171529827700155,Federal Way Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7060,7060,6/13/2014,3,1.0,1830,3000,1.5,1430,400.0,1926,0.0,98103,47.6619,-122.351,1510,2500,POINT (-122.351 47.6619),0.02100496817353854,Seattle Police Harbor Patrol Office,0.023953512840238413,Swedish Clinic Queen Anne,0.003923137019594653,KapKa Cooperative School,0.016491683798702424,Phinney Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10237,10237,3/24/2015,3,1.75,2380,10450,1.5,2380,0.0,1966,0.0,98023,47.3143,-122.37,2320,8500,POINT (-122.37 47.3143),0.044648601504420606,Federal Way Police Department,0.03834599253524353,Kaiser Permanente - Federal Way,0.003377145897243717,Decatur High School,0.06100457593084679,Federal Way Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
293,293,10/2/2014,4,3.0,3280,11060,2.0,2270,1010.0,1986,0.0,98056,47.5399,-122.181,2320,11004,POINT (-122.181 47.5399),0.012215843266931843,Newcastle Police Department,0.01303307699369097,Valley Medical Newcastle Primary Care,0.0037197710926166936,Hazelwood Elementary School-Newcastle,0.06597931185048468,Renton Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
14943,14943,8/6/2014,2,2.5,1650,2710,2.0,1650,0.0,2008,0.0,98065,47.5173,-121.878,1760,2992,POINT (-121.878 47.5173),0.010055933078844871,Snoqualmie Police Department,0.008849179756816627,Snoqualmie Valley Hospital,0.008561312630776521,Timber Ridge Elementary School,0.09785927752372237,North Bend Farmers Market,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
10728,10728,8/19/2014,4,2.0,1820,7102,1.0,1220,600.0,1950,0.0,98155,47.7447,-122.324,1650,8184,POINT (-122.324 47.7447),0.02713521205923207,Shoreline Police Department,0.03266602482262601,Northwest Hospital and Medical Center,0.0077461944702738065,Ridgecrest Elementary School,0.02526256382659055,Shoreline Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6277,6277,2/17/2015,4,1.75,2440,7475,1.0,2040,400.0,1969,0.0,98052,47.6339,-122.096,2040,8480,POINT (-122.096 47.6339),0.037906883839314516,Crossroads Police Substation,0.05158754646710325,Kaiser Permanente - Redmond at Riverpark,0.0065137772884709426,John James Audubon Elementary School,0.037156664953289134,Crossroads Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
570,570,7/18/2014,4,2.5,1830,5612,2.0,1830,0.0,2003,0.0,98038,47.3572,-122.015,1830,5998,POINT (-122.015 47.3572),0.04780161354429475,KC Precinct 3 Headquarters,0.04044322326482525,Valley Medical Lake Sawyer Primary Care,0.01196545526907673,Glacier Park Elementary School,0.022595663107889626,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18753,18753,7/2/2014,3,3.5,4660,5500,2.0,3040,1620.0,1909,0.0,98102,47.6465,-122.319,2980,5500,POINT (-122.319 47.6465),0.0043374433272301135,WSP District 2 Seattle North Detachment,0.011775155031695869,UW Medical Center Roosevelt,0.005675753075372398,Seattle Preparatory School,0.019161985431735643,University District Farmers Market,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3022,3022,7/2/2014,3,2.0,1660,15050,1.0,1260,400.0,1983,0.0,98034,47.7203,-122.194,1660,7320,POINT (-122.194 47.7203),0.016217283233691832,Kirkland Police Department,0.010449751297199435,Fairfax Hospital,0.0048190857496628,Helen Keller Elementary School,0.0267986935200593,Juanita Friday Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
14990,14990,4/22/2015,3,1.0,1980,8505,1.0,1030,950.0,1965,0.0,98106,47.538,-122.353,1830,8505,POINT (-122.353 47.538),0.009142297325174223,Seattle Police Southwest Precinct,0.01377147440154698,Highline West Seattle Mental Health Center,0.005883083532656237,Captain Stephen E. Sanislo Elementary School,0.04193618967591156,West Seattle Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18621,18621,9/14/2014,4,2.5,2620,10489,2.0,2620,0.0,1990,0.0,98052,47.6732,-122.143,2430,7701,POINT (-122.143 47.6732),0.01484511775524911,Redmond Police Department,0.013726992301120672,Kaiser Permanente - Redmond at Riverpark,0.012037843199164835,Benjamin Rush Elementary School,0.016447622785068963,Redmond Saturday Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
20453,20453,12/16/2014,2,1.75,1180,900,2.0,780,400.0,2014,0.0,98102,47.6395,-122.329,1380,3610,POINT (-122.329 47.6395),0.008239207465781728,WSP District 2 Seattle North Detachment,0.011520716158322952,Fred Hutchinson Cancer Research Center,0.0055701258067777214,TOPS K-8 School (The Option Program at Seward),0.018786182940992626,Pike Place Market Express @ South Lake Union,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3169,3169,9/22/2014,4,2.25,1750,10270,1.5,1750,0.0,1968,0.0,98155,47.7612,-122.31,1750,10127,POINT (-122.31 47.7612),0.033239653910434236,Lake Forest Park Police Department,0.03647997030658754,UW Clinic Shoreline,0.0038640179072655023,St. Mark Parish School,0.03209278213505508,Lake Forest Park Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15349,15349,12/24/2014,3,2.5,1610,8544,2.0,1610,0.0,1994,0.0,98038,47.3714,-122.054,1840,8190,POINT (-122.054 47.3714),0.019938115877584296,Maple Valley Police Department,0.014038070908883659,Valley Medical Lake Sawyer Primary Care,0.01427802296467559,Lake Wilderness Elementary School,0.024152598736017973,Maple Valley Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4901,4901,2/4/2015,3,1.5,1280,15028,1.0,1280,0.0,1982,0.0,98074,47.6304,-122.035,1470,13698,POINT (-122.035 47.6304),0.02913242847381376,Sammamish Police Department,0.04719162746315248,Swedish Pine Lake Primary Care,0.012300690427895226,Samantha Smith Elementary School,0.040436068901334624,Sammamish Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3902,3902,10/9/2014,4,3.25,3600,38016,2.0,3310,290.0,1991,0.0,98034,47.7124,-122.253,2440,22693,POINT (-122.253 47.7124),0.04823555399390776,Lake Forest Park Police Department,0.04909397183207957,Fairfax Hospital,0.01787396944170861,Bastyr University,0.03816834000466103,Juanita Friday Market,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7367,7367,5/30/2014,3,2.25,1590,11745,1.0,1090,500.0,1978,0.0,98001,47.3553,-122.28,1540,12530,POINT (-122.28 47.3553),0.02196015945998394,Lake Dolloff Storefront,0.028023019134386828,HealthPoint Midway,0.004448843193157132,Valhalla Elementary School,0.046836717197998604,Federal Way Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4208,4208,8/8/2014,5,2.5,2630,8470,1.5,2630,0.0,1968,0.0,98002,47.2863,-122.196,1780,8575,POINT (-122.196 47.2863),0.040745290181509686,Auburn Police Department,0.03876442374112542,HealthPoint Auburn,0.01530186732578521,Chinook Elementary School,0.0245092341871237,Auburn International Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
14314,14314,6/3/2014,3,2.25,1870,9000,1.0,1440,430.0,1978,0.0,98011,47.7373,-122.198,1870,8640,POINT (-122.198 47.7373),0.02531287657526357,Bothell Police Department,0.018964028541762355,Fairfax Hospital,0.012699113699062296,Helen Keller Elementary School,0.03723803560157122,Juanita Friday Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5868,5868,4/29/2015,2,2.25,1950,29347,1.0,1350,600.0,1953,0.0,98133,47.739,-122.351,2125,7751,POINT (-122.351 47.739),0.025602952695661558,Shoreline Police Department,0.02794007820250331,Northwest Hospital and Medical Center,0.0018599368447671872,Northwest School for Deaf and Hard-of-Hearing Children,0.003937460464956713,Shoreline Farmers Market,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2547,2547,12/10/2014,3,2.5,2495,4400,2.0,2495,0.0,2007,0.0,98001,47.2877,-122.283,2434,4400,POINT (-122.283 47.2877),0.03592261792460538,Algona Police Department,0.03347067076887025,UW Clinic Federal Way,0.011154574234950785,Sequoyah Middle School,0.04051056600251112,Federal Way Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
19536,19536,11/4/2014,4,1.75,1920,9500,1.0,1470,450.0,1966,0.0,98006,47.5683,-122.177,1820,10091,POINT (-122.177 47.5683),0.0074206040557388,Factoria Police Substation,0.012085348285338521,Swedish Clinic Factoria,0.0052409381234304895,Newport High School,0.058601500788719986,Mercer Island Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2056,2056,6/2/2014,2,2.0,1410,12282,1.5,1410,0.0,1909,0.0,98024,47.5242,-121.926,1410,8931,POINT (-121.926 47.5242),0.05038166870994402,Snoqualmie Police Department,0.0423223967805881,Snoqualmie Valley Hospital,0.025351018228470256,Echo Glen Childrens Center,0.12497883070712287,Carnation Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18559,18559,10/28/2014,2,1.0,1030,5072,1.0,1030,0.0,1924,1958.0,98115,47.6962,-122.294,1220,6781,POINT (-122.294 47.6962),0.04133375709006984,Seattle Police North Precinct,0.027940870961948142,Swedish Clinic Green Lake,0.005362292009969419,Our Lady of the Lake School,0.023739498873160576,Lake City Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2148,2148,5/27/2014,3,1.75,1850,7735,1.0,1850,0.0,1983,0.0,98027,47.5608,-122.082,2220,7639,POINT (-122.082 47.5608),0.0566731855611341,Issaquah Police Department,0.03160418611347218,UW Clinic Issaquah,0.02119746954431824,Sunset Elementary School,0.03413179533761207,Issaquah Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15671,15671,10/14/2014,3,1.0,1010,14948,1.0,1010,0.0,1969,0.0,98059,47.4772,-122.144,1510,9600,POINT (-122.144 47.4772),0.03371783141487455,Fairwood Storefront,0.018093822328857933,Valley Medical Highlands Primary Care,0.006061020776253083,Maplewood Heights Elementary School,0.06404893799168637,Renton Farmers Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13658,13658,4/20/2015,5,2.75,2390,6282,1.0,1290,1100.0,1966,0.0,98118,47.5149,-122.263,1690,5202,POINT (-122.263 47.5149),0.03409423236009584,West Hill Storefront,0.0426475811223258,Highline Medical Center Speciality Campus,0.004365493467766653,Emerson Elementary School,0.04514149311196786,Tukwila Village Farmers Market,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9834,9834,3/16/2015,4,2.25,2460,8001,2.0,2460,0.0,1984,0.0,98006,47.548,-122.154,2460,9126,POINT (-122.154 47.548),0.017620593689876306,Newcastle Police Department,0.017245503248555356,Valley Medical Newcastle Primary Care,0.011076190676345566,Forest Ridge School of the Sacred Heart,0.07587478974782855,Crossroads Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
11868,11868,4/23/2015,4,2.75,3430,8000,1.5,3430,0.0,1972,0.0,98023,47.3183,-122.382,2090,8000,POINT (-122.382 47.3183),0.05725936449246024,Federal Way Police Department,0.050515358712847735,Kaiser Permanente - Federal Way,0.00666164988179988,Twin Lakes Elementary School,0.07285079498669397,Federal Way Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
21153,21153,11/7/2014,4,3.5,3460,7702,2.0,3460,0.0,2010,0.0,98075,47.5942,-121.977,3380,7464,POINT (-121.977 47.5942),0.06022667290352687,Sammamish Police Department,0.06065920031654034,Swedish Pine Lake Primary Care,0.004856295773708919,Cascade Ridge Elementary School,0.08323668066951645,Carnation Farmers Market,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12613,12613,5/7/2015,3,2.0,1760,9732,1.0,1760,0.0,1996,0.0,98022,47.1923,-122.014,1910,9231,POINT (-122.014 47.1923),0.02727464251951368,Enumclaw Police Department,0.031200745736943068,St. Elizabeth Hospital,0.005367338110462724,Southwood Elementary School,0.029251425271334026,Enumclaw Plateau Farmers Market,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
11809,11809,5/20/2014,2,1.0,790,6969,1.0,790,0.0,1955,1984.0,98052,47.6978,-122.164,1380,12196,POINT (-122.164 47.6978),0.022962492907649203,Kirkland Police Department,0.023251887784177482,EvergreenHealth Medical Center,0.007402983405941863,Lake Washington Institute of Technology Kirkland Campus,0.02686347631044129,Redmond Saturday Market,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7154,7154,3/12/2015,3,3.5,2740,3785,2.0,2190,550.0,2001,0.0,98034,47.7195,-122.182,2060,3457,POINT (-122.182 47.7195),0.013187653984716906,Kirkland Police Department,0.0030514932661373038,Virginia Mason Clinic-Kirkland,0.005524054578348514,Robert Frost Elementary School,0.036841274494142776,Juanita Friday Market,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
15340,15340,12/18/2014,3,2.0,2290,11200,2.0,2290,0.0,1979,0.0,98052,47.6517,-122.124,2250,10000,POINT (-122.124 47.6517),0.028890309438834163,Redmond Police Department,0.022256447231423667,Kaiser Permanente - Redmond at Riverpark,0.013634846356787895,Ardmore Elementary School,0.03221643749031183,Crossroads Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11536,11536,6/23/2014,4,2.5,1540,1860,2.0,1540,0.0,2014,0.0,98029,47.5521,-121.999,1210,1090,POINT (-121.999 47.5521),0.04138250286931629,Issaquah Police Department,0.027961269703462605,Swedish Medical Center Issaquah,0.00781523792240468,Grand Ridge Elementary School,0.05060020249029228,Issaquah Farmers Market,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
15817,15817,3/6/2015,4,2.75,3980,9209,2.0,3980,0.0,2002,0.0,98074,47.6286,-122.064,3800,9333,POINT (-122.064 47.6286),0.03851799373550038,Sammamish Police Department,0.05296415216599385,Swedish Pine Lake Primary Care,0.010578223776967951,Elizabeth Blackwell Elementary School,0.030084876290001745,Sammamish Farmers Market,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
