,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
14904,6/4/2014,5,3.5,3280,4000,2.0,NO,NONE,Average,9 Better,2440,840.0,2003,0.0,98117,47.68899999999999,-122.396,1980,4000
8082,8/4/2014,3,1.0,1040,8199,1.0,NO,NONE,Average,7 Average,1040,0.0,1953,,98155,47.7348,-122.302,1420,8200
1910,9/18/2014,3,2.0,1340,10200,1.5,NO,NONE,Average,7 Average,1340,0.0,1953,0.0,98133,47.7756,-122.351,1420,10200
17626,9/16/2014,4,3.0,2370,3836,2.0,NO,NONE,Average,9 Better,1750,620.0,1969,2008.0,98107,47.6718,-122.394,1690,4698
16643,5/8/2014,3,1.75,1320,5750,1.5,NO,NONE,Very Good,7 Average,1320,0.0,1918,0.0,98116,47.5848,-122.391,1440,5750
7607,1/12/2015,3,1.75,1770,16909,1.0,NO,NONE,Very Good,8 Good,1770,0.0,1977,0.0,98058,47.4458,-122.134,1960,9100
1133,2/6/2015,3,2.5,1560,4100,2.0,,NONE,Average,7 Average,1560,0.0,1985,,98055,47.4733,-122.189,1660,4400
17483,7/8/2014,3,1.5,1830,9848,1.0,NO,NONE,Very Good,7 Average,1830,0.0,1962,0.0,98056,47.539,-122.18,1830,8168
21200,2/20/2015,3,2.0,1108,1128,3.0,,NONE,Average,7 Average,1108,0.0,2009,0.0,98115,47.6961,-122.318,1285,1253
10710,8/13/2014,3,2.75,1560,77536,1.0,NO,NONE,Average,7 Average,1400,160.0,1978,0.0,98072,47.7695,-122.126,2210,41449
18347,1/21/2015,2,1.0,1070,7386,1.0,NO,NONE,Average,6 Low Average,1070,0.0,1949,0.0,98108,47.5434,-122.298,1330,6351
1317,8/19/2014,3,1.75,1620,1325,2.5,NO,NONE,Average,9 Better,1430,190.0,2005,0.0,98102,47.6498,-122.321,1750,1572
4368,12/26/2014,3,1.5,1190,10116,1.0,NO,NONE,Average,7 Average,1190,0.0,1968,0.0,98042,47.385,-122.085,1190,9905
8313,6/24/2014,3,1.75,2200,9840,1.0,NO,NONE,Very Good,8 Good,1500,700.0,1978,0.0,98006,47.559,-122.136,2410,9623
18943,11/24/2014,3,2.0,2620,10107,1.0,NO,GOOD,Average,7 Average,2620,0.0,1982,,98198,47.4096,-122.329,1730,7812
10641,10/31/2014,3,1.75,1560,9514,1.0,NO,NONE,Good,7 Average,1560,0.0,1967,0.0,98031,47.4088,-122.21,1550,9600
16449,3/27/2015,2,1.0,940,4264,1.0,,NONE,Very Good,7 Average,940,0.0,1949,,98126,47.5314,-122.378,1630,4472
7325,10/10/2014,3,1.0,1100,5132,1.0,,NONE,Average,6 Low Average,840,?,1948,,98103,47.7011,-122.336,1280,5132
13854,4/1/2015,4,2.5,2770,9798,2.0,NO,NONE,Good,9 Better,2770,0.0,1986,0.0,98027,47.562,-122.081,3040,11100
6080,8/15/2014,1,1.0,860,4800,1.0,NO,NONE,Average,6 Low Average,860,?,1907,,98122,47.6146,-122.299,1380,4800
2657,4/6/2015,3,1.5,1510,9898,1.0,NO,NONE,Average,7 Average,1110,400.0,1954,0.0,98148,47.4303,-122.334,1420,9250
2601,8/18/2014,2,1.0,900,6400,1.0,NO,NONE,Very Good,6 Low Average,900,0.0,1938,0.0,98022,47.2113,-121.992,1320,6400
6568,8/19/2014,4,2.5,2100,6783,2.0,NO,NONE,Average,8 Good,2100,0.0,2003,0.0,98042,47.3504,-122.141,2100,6192
18603,11/5/2014,2,1.75,1760,4600,1.0,NO,NONE,Good,7 Average,850,910.0,1926,0.0,98126,47.5654,-122.372,1150,4800
17724,9/30/2014,3,1.75,2200,12231,1.0,NO,NONE,Good,7 Average,1250,950.0,1964,0.0,98056,47.5076,-122.173,2200,9825
2173,9/12/2014,3,1.75,1400,2003,1.0,NO,NONE,Good,8 Good,700,700.0,1908,2006.0,98119,47.6508,-122.368,1370,1281
20770,7/18/2014,2,2.0,1130,1148,2.0,,NONE,Average,9 Better,800,330.0,2007,0.0,98122,47.6023,-122.314,1350,1201
12746,3/17/2015,3,1.75,1830,7371,1.0,NO,NONE,Average,7 Average,1830,0.0,1957,,98008,47.6059,-122.121,1600,7700
3605,8/7/2014,2,1.0,900,7500,1.0,NO,NONE,Good,6 Low Average,900,0.0,1961,0.0,98014,47.6481,-121.916,1190,10000
13276,9/17/2014,3,2.5,1808,19200,1.0,NO,NONE,Average,8 Good,1808,0.0,2005,0.0,98001,47.2598,-122.281,1450,14400
6429,4/8/2015,5,2.0,1760,21562,1.0,NO,FAIR,Average,8 Good,1560,200.0,1959,0.0,98028,47.7597,-122.263,2150,12676
12861,12/15/2014,3,1.5,1320,7980,1.0,NO,NONE,Average,7 Average,1320,0.0,1956,0.0,98178,47.5068,-122.259,2000,7700
16167,4/14/2015,3,1.0,1360,6186,1.5,NO,NONE,Good,6 Low Average,760,600.0,1941,0.0,98133,47.7503,-122.334,1610,7453
7995,11/12/2014,3,1.0,1110,7128,1.0,NO,NONE,Average,7 Average,1110,0.0,1980,0.0,98052,47.6968,-122.124,1510,7107
9142,2/24/2015,3,1.75,1610,38707,1.0,NO,NONE,Average,7 Average,1610,0.0,1990,,98010,47.3778,-122.001,1930,45151
3768,9/19/2014,5,1.5,1830,94960,1.5,NO,NONE,Average,7 Average,1830,0.0,1929,0.0,98031,47.4218,-122.218,1440,16365
5077,8/7/2014,4,2.5,2690,6124,2.0,NO,NONE,Average,7 Average,2690,0.0,2007,0.0,98042,47.3343,-122.058,2300,6002
8274,6/17/2014,4,2.5,2490,12929,2.0,NO,NONE,Average,9 Better,2490,0.0,1983,0.0,98074,47.6161,-122.021,2440,12929
12230,8/6/2014,3,2.5,1760,6477,2.0,NO,NONE,Good,8 Good,1760,0.0,1986,0.0,98030,47.3731,-122.172,1890,6800
20541,4/8/2015,2,1.75,1290,1624,2.0,NO,NONE,Average,8 Good,1290,0.0,2014,,98106,47.5171,-122.347,1410,1963
9599,7/3/2014,3,2.0,2360,4800,2.0,NO,NONE,Average,9 Better,2360,0.0,1909,,98112,47.6317,-122.312,2260,4800
4631,11/11/2014,4,2.5,3440,23954,1.5,YES,GOOD,Very Good,10 Very Good,2260,1180.0,1931,0.0,98040,47.5636,-122.231,4230,18723
21091,7/8/2014,4,2.5,2250,3916,2.0,NO,NONE,Average,8 Good,2250,0.0,2014,0.0,98003,47.3413,-122.18,2156,3920
240,12/8/2014,3,1.75,1430,8505,1.0,NO,NONE,Good,7 Average,1430,0.0,1968,0.0,98003,47.3173,-122.319,1190,8640
15424,1/16/2015,4,2.5,2390,4639,2.0,NO,NONE,Average,8 Good,2390,0.0,2006,,98038,47.3527,-121.999,2390,4521
21058,12/16/2014,3,2.5,1530,1131,3.0,NO,NONE,Average,8 Good,1530,0.0,2009,0.0,98103,47.6993,-122.346,1530,1445
20003,4/7/2015,5,3.5,4320,7502,2.0,NO,NONE,Average,9 Better,3500,820.0,2012,0.0,98056,47.5235,-122.168,3250,7538
13722,4/24/2015,5,2.5,2350,4000,2.0,NO,NONE,Average,9 Better,2350,0.0,1993,,98112,47.6265,-122.296,1840,4000
16596,10/29/2014,3,2.0,2330,8000,1.0,NO,NONE,Average,7 Average,1390,940.0,1986,,98023,47.2958,-122.368,1570,7227
10771,12/17/2014,3,2.5,2560,35265,2.0,NO,NONE,Average,9 Better,2560,0.0,1981,0.0,98072,47.7354,-122.095,2820,35496
19928,8/6/2014,3,2.5,2500,51836,1.0,NO,NONE,Average,9 Better,1510,?,2013,0.0,98027,47.4694,-121.989,2270,54450
11461,6/26/2014,2,1.75,840,3340,1.0,NO,NONE,Average,6 Low Average,700,140.0,1912,0.0,98107,47.6692,-122.359,1700,3980
10930,9/8/2014,3,2.5,1690,2890,2.0,NO,NONE,Average,7 Average,1690,0.0,2004,0.0,98053,47.6802,-122.031,1690,2730
7602,10/9/2014,3,1.5,2790,6900,1.0,,AVERAGE,Average,8 Good,1700,1090.0,1955,,98125,47.7328,-122.288,2410,8100
16359,10/10/2014,3,1.0,1250,20040,1.0,NO,NONE,Average,7 Average,1250,0.0,1970,0.0,98072,47.7514,-122.108,1640,19840
1867,7/21/2014,5,3.5,3990,42436,2.0,NO,NONE,Average,9 Better,2710,1280.0,2002,0.0,98027,47.46100000000001,-122.0,3030,41684
13742,8/20/2014,3,2.25,2340,6183,1.0,NO,NONE,Average,7 Average,1210,1130.0,1929,0.0,98115,47.6979,-122.31,1970,6183
16593,6/20/2014,5,2.75,2280,10319,1.0,NO,NONE,Average,8 Good,1300,980.0,1959,0.0,98177,47.7566,-122.363,2370,8056
21510,4/28/2015,3,2.25,1610,3764,2.0,NO,NONE,Average,7 Average,1610,0.0,2012,0.0,98042,47.3589,-122.083,1610,3825
10061,5/1/2015,2,1.0,890,5000,1.0,,NONE,Average,7 Average,890,0.0,1943,,98105,47.6666,-122.279,1680,5000
2521,12/23/2014,3,1.0,1010,7633,1.0,NO,NONE,Good,6 Low Average,1010,0.0,1961,0.0,98198,47.3781,-122.314,1190,8386
19493,3/31/2015,3,2.0,1820,6324,1.0,NO,NONE,Very Good,7 Average,910,910.0,1945,0.0,98115,47.6823,-122.27,1850,6440
1820,5/5/2015,4,2.5,2260,6300,2.0,NO,NONE,Average,7 Average,2260,0.0,2001,0.0,98019,47.7235,-121.958,2300,6300
2410,8/1/2014,4,2.75,3010,10450,2.0,,NONE,Average,9 Better,3010,0.0,1996,0.0,98052,47.6979,-122.112,3010,10530
15217,2/22/2015,2,1.75,1490,4800,1.0,NO,NONE,Good,7 Average,750,740.0,1918,,98136,47.5496,-122.391,1400,6000
8243,3/6/2015,3,1.75,1800,8462,1.0,NO,NONE,Average,8 Good,1440,360.0,1978,0.0,98052,47.6623,-122.141,2210,8436
19227,11/3/2014,4,1.75,2290,4400,1.0,NO,GOOD,Average,7 Average,1290,1000.0,1959,0.0,98126,47.5698,-122.375,1820,4000
6637,6/21/2014,4,2.25,2330,8994,2.0,NO,NONE,Average,8 Good,2330,0.0,1986,0.0,98052,47.7264,-122.104,2330,8396
5187,4/1/2015,3,1.75,1970,54450,1.0,NO,NONE,Average,8 Good,1570,400.0,1980,0.0,98075,47.5936,-122.012,2460,36677
17744,3/28/2015,3,1.0,1510,6000,1.0,NO,NONE,Average,8 Good,1170,340.0,1953,0.0,98118,47.5168,-122.285,1125,6000
11769,2/20/2015,3,1.75,1450,5858,1.0,NO,NONE,Good,7 Average,1450,0.0,1991,,98038,47.3482,-122.037,1520,6573
4565,2/27/2015,3,1.0,1240,8000,1.0,NO,NONE,Good,6 Low Average,1040,200.0,1954,0.0,98198,47.4204,-122.316,1240,8000
14917,7/18/2014,2,1.0,1010,4000,1.0,,NONE,Average,7 Average,1010,0.0,1947,,98136,47.5311,-122.382,1480,4366
13607,5/27/2014,3,3.0,2520,2152,1.5,NO,NONE,Average,8 Good,1560,960.0,1925,2006.0,98119,47.6363,-122.371,1140,2152
7942,6/16/2014,1,1.0,960,2640,1.0,NO,NONE,Average,7 Average,760,200.0,1908,0.0,98112,47.6223,-122.294,1620,3759
13929,12/11/2014,3,2.5,3090,20785,2.0,NO,NONE,Good,10 Very Good,3090,0.0,1991,,98075,47.5602,-122.03,3400,7566
19638,12/2/2014,3,1.75,1410,1899,2.0,NO,NONE,Average,8 Good,1410,0.0,2014,0.0,98106,47.5171,-122.347,1410,1811
6391,4/21/2015,3,1.0,1250,8314,1.0,NO,,Average,6 Low Average,1250,0.0,1958,0.0,98058,47.4522,-122.178,1188,7700
2118,2/11/2015,4,2.0,2790,8793,1.0,NO,NONE,Good,8 Good,1640,1150.0,1977,0.0,98006,47.5509,-122.16,2400,9286
10050,11/14/2014,4,2.5,3240,22795,2.0,NO,NONE,Average,8 Good,3240,0.0,1998,0.0,98053,47.6329,-121.969,2570,29761
3779,3/6/2015,4,2.5,2080,9846,1.0,NO,NONE,Average,7 Average,1240,840.0,1984,0.0,98001,47.3338,-122.268,1890,7977
20139,9/26/2014,2,2.25,1620,1841,2.0,NO,NONE,Average,8 Good,1540,80.0,2004,0.0,98029,47.5483,-122.004,1530,1831
4961,7/14/2014,4,2.5,2846,85377,1.5,NO,NONE,Average,8 Good,1976,870.0,2000,0.0,98001,47.317,-122.281,1696,57934
2809,3/20/2015,4,3.5,3915,6364,2.0,NO,NONE,Average,9 Better,3915,0.0,2014,0.0,98053,47.6844,-122.016,3830,6507
19841,3/26/2015,4,2.5,3100,4699,2.0,NO,NONE,Average,9 Better,3100,0.0,2010,0.0,98038,47.3785,-122.023,2450,5130
498,8/18/2014,2,1.5,1490,5750,1.5,NO,NONE,Good,7 Average,1190,300.0,1900,0.0,98116,47.5872,-122.39,1590,4025
11445,10/17/2014,3,1.0,1040,8075,1.0,NO,NONE,Good,7 Average,1040,0.0,1961,0.0,98033,47.6701,-122.176,1450,8075
918,5/19/2014,5,1.5,2120,7700,1.5,NO,NONE,Very Good,7 Average,2120,0.0,1962,0.0,98058,47.4599,-122.172,1730,7700
21051,8/6/2014,3,2.5,1330,1200,3.0,NO,NONE,Average,7 Average,1330,0.0,2002,0.0,98133,47.7034,-122.344,1330,1206
13390,4/22/2015,4,4.0,4550,54013,1.0,NO,FAIR,Good,9 Better,2300,2250.0,1989,0.0,98075,47.5964,-122.077,3540,39634
13264,10/23/2014,3,2.5,2430,7613,2.0,NO,NONE,Good,8 Good,2430,0.0,1986,,98058,47.4383,-122.135,2440,8342
8617,12/31/2014,3,2.25,1400,6970,2.0,NO,NONE,Average,8 Good,1400,0.0,1984,0.0,98006,47.542,-122.184,1800,8140
4284,7/31/2014,3,1.5,1280,4366,2.0,NO,NONE,Good,6 Low Average,1280,0.0,1985,0.0,98002,47.335,-122.215,1280,4366
20126,6/5/2014,4,2.5,2700,5150,2.0,NO,NONE,Average,9 Better,2700,0.0,2007,0.0,98059,47.5071,-122.148,3160,7620
8362,3/4/2015,3,2.5,1990,7397,2.0,NO,NONE,Average,9 Better,1990,0.0,1993,,98072,47.7703,-122.165,2210,7397
228,1/15/2015,3,1.0,1430,15246,1.0,NO,NONE,Good,7 Average,980,450.0,1961,0.0,98031,47.4075,-122.214,1960,13068
19212,10/2/2014,4,2.75,1830,7315,1.0,NO,NONE,Very Good,7 Average,1250,580.0,1979,0.0,98023,47.2989,-122.38,1730,7208
20167,4/26/2015,3,2.25,1413,3403,2.0,NO,NONE,Average,8 Good,1413,0.0,2009,,98031,47.4196,-122.193,1763,3719
2741,1/8/2015,4,2.5,2560,5800,2.0,NO,NONE,Average,9 Better,2560,0.0,2005,0.0,98038,47.3474,-122.025,3040,5800
13329,3/3/2015,3,1.75,1930,14389,1.0,NO,NONE,Average,7 Average,1130,800.0,1963,1998.0,98155,47.7733,-122.317,1730,14378
11703,6/6/2014,2,2.25,2460,16940,1.5,NO,EXCELLENT,Good,9 Better,1930,530.0,1936,0.0,98117,47.6792,-122.404,2260,6851
14348,10/16/2014,4,1.75,1890,4800,1.5,NO,NONE,Average,7 Average,1390,500.0,1906,0.0,98119,47.6405,-122.367,1890,4800
14960,10/1/2014,3,1.5,1860,8505,1.0,,NONE,Good,7 Average,1860,0.0,1967,0.0,98023,47.3106,-122.365,1810,8262
9271,5/6/2015,2,1.0,1480,4080,1.0,NO,NONE,Average,7 Average,1050,430.0,1949,0.0,98117,47.6842,-122.393,1310,4080
19217,8/26/2014,3,1.0,1370,10708,1.0,NO,NONE,Average,7 Average,1370,0.0,1969,0.0,98001,47.2769,-122.264,1770,14482
11113,1/15/2015,3,1.0,1440,11330,1.0,NO,NONE,Average,7 Average,1440,0.0,1965,0.0,98168,47.4742,-122.265,1580,10100
6001,10/5/2014,4,2.75,2040,8996,1.0,NO,NONE,Good,8 Good,1260,780.0,1974,0.0,98033,47.666,-122.185,2470,9180
5718,10/29/2014,3,1.0,840,12091,1.0,,NONE,Average,6 Low Average,840,0.0,1959,0.0,98023,47.3281,-122.343,840,9324
4897,7/14/2014,5,2.5,2950,72309,2.0,NO,NONE,Average,8 Good,2950,0.0,2006,,98058,47.4186,-122.079,1480,56192
5583,9/22/2014,2,1.0,1060,6504,1.0,NO,NONE,Average,6 Low Average,1060,0.0,1950,0.0,98155,47.7412,-122.327,1100,7200
19878,5/7/2015,3,2.5,1860,415126,2.0,NO,NONE,Average,7 Average,1860,0.0,2006,0.0,98038,47.3974,-122.005,2070,54014
11845,5/30/2014,3,2.25,1820,8058,1.0,NO,NONE,Average,7 Average,1260,560.0,1974,0.0,98034,47.7241,-122.168,1850,7384
7867,6/10/2014,2,1.0,1740,3622,1.0,NO,NONE,Good,7 Average,950,790.0,1924,0.0,98118,47.5541,-122.29,1270,3800
16969,6/5/2014,3,2.0,1170,5360,1.0,NO,NONE,Average,6 Low Average,1170,0.0,1919,0.0,98106,47.5181,-122.364,1180,7200
3510,7/22/2014,4,3.75,4520,9240,1.5,,AVERAGE,Average,10 Very Good,3270,1250.0,1992,0.0,98040,47.5897,-122.229,3380,9240
1128,2/13/2015,5,1.5,2550,6300,1.0,NO,NONE,Good,7 Average,1560,990.0,1959,,98056,47.5014,-122.172,1380,6300
20099,10/16/2014,5,2.75,2620,6389,2.0,NO,NONE,Average,9 Better,2620,0.0,2007,0.0,98028,47.77,-122.236,2620,4504
10523,9/26/2014,2,1.0,1050,4125,1.0,NO,NONE,Good,7 Average,1050,0.0,1909,0.0,98144,47.5736,-122.307,1650,4125
10400,12/15/2014,2,1.0,870,7500,1.0,NO,NONE,Average,7 Average,870,0.0,1947,,98136,47.5465,-122.384,1240,5709
1567,2/12/2015,3,3.5,3500,9473,2.0,NO,NONE,Average,10 Very Good,3500,0.0,2008,0.0,98075,47.5807,-121.972,3510,7833
10298,4/11/2015,4,2.5,2500,11983,1.0,NO,NONE,Average,7 Average,1320,1180.0,1984,2008.0,98058,47.4292,-122.148,1460,9005
1706,12/12/2014,4,2.5,2650,9301,2.0,NO,NONE,Average,9 Better,2650,0.0,2001,0.0,98001,47.3477,-122.271,2730,8688
7450,6/15/2014,3,2.0,1900,8100,1.0,NO,NONE,Good,7 Average,950,950.0,1940,0.0,98115,47.6997,-122.319,1400,6380
3153,3/31/2015,4,3.0,2020,6000,1.0,NO,NONE,Average,8 Good,1220,800.0,1968,2015.0,98199,47.6563,-122.401,1400,6000
10364,9/25/2014,3,2.5,1480,7210,1.0,NO,NONE,Average,7 Average,1180,300.0,1986,0.0,98023,47.3124,-122.351,1690,7396
11523,1/9/2015,3,3.25,4560,13363,1.0,,EXCELLENT,Average,11 Excellent,2760,1800.0,1995,0.0,98004,47.6205,-122.214,4060,13362
7299,7/21/2014,3,1.75,1390,4602,1.0,NO,NONE,Average,7 Average,930,460.0,1981,0.0,98117,47.6944,-122.366,1230,4800
18281,7/22/2014,3,1.75,1380,8182,1.0,NO,NONE,Very Good,7 Average,1380,0.0,1942,0.0,98133,47.7513,-122.349,1300,8188
512,7/21/2014,5,3.5,4410,57063,2.0,NO,NONE,Good,9 Better,4410,0.0,1990,0.0,98053,47.6554,-122.018,2900,50529
6240,7/16/2014,5,1.75,2490,24969,1.0,NO,AVERAGE,Good,8 Good,1540,950.0,1959,0.0,98023,47.33600000000001,-122.35,2790,15600
13182,2/26/2015,3,1.0,1010,3520,1.0,NO,NONE,Average,7 Average,1010,0.0,1902,0.0,98102,47.6208,-122.319,1300,1233
7104,2/4/2015,3,1.5,1450,7000,1.0,NO,NONE,Average,7 Average,1450,0.0,1955,0.0,98007,47.5983,-122.15,1490,7245
10566,6/16/2014,3,2.5,3100,23790,2.0,NO,NONE,Average,9 Better,3100,0.0,2002,,98075,47.5882,-122.011,2250,40854
14865,11/14/2014,3,3.25,3800,13995,2.0,NO,GOOD,Average,9 Better,3800,0.0,1983,0.0,98011,47.7741,-122.203,2480,8434
9824,3/20/2015,5,2.5,2900,6650,1.0,NO,NONE,Average,7 Average,1450,1450.0,1964,0.0,98168,47.4935,-122.332,1600,8246
2925,4/30/2015,1,1.0,780,10235,1.5,NO,NONE,Average,6 Low Average,780,0.0,1989,,98014,47.713,-121.315,930,10165
10490,12/30/2014,3,2.0,1560,7000,1.0,NO,NONE,Good,7 Average,1560,0.0,1968,0.0,98001,47.3355,-122.284,1560,7200
21344,4/24/2015,3,2.0,1230,3405,1.0,NO,NONE,Average,7 Average,1230,0.0,2010,0.0,98058,47.438,-122.179,1440,4066
12444,8/8/2014,3,2.25,1430,1383,3.0,NO,NONE,Average,8 Good,1430,0.0,2005,0.0,98103,47.6917,-122.341,1430,1347
20597,12/1/2014,2,2.5,1000,1092,2.0,NO,NONE,Average,7 Average,990,10.0,2004,0.0,98118,47.5419,-122.271,1330,1466
2721,8/29/2014,3,1.0,1200,4000,1.5,,NONE,Good,6 Low Average,1200,0.0,1923,0.0,98144,47.5881,-122.299,1390,4000
7445,3/13/2015,3,1.75,1470,6018,1.0,NO,NONE,Average,8 Good,1470,?,1987,0.0,98074,47.6171,-122.044,1720,6584
7893,8/19/2014,3,1.75,1300,3844,1.0,NO,NONE,Average,7 Average,1300,0.0,1985,0.0,98133,47.7024,-122.355,1290,3844
15167,11/19/2014,3,1.5,1090,8400,1.0,NO,NONE,Good,7 Average,1090,0.0,1966,0.0,98008,47.6219,-122.115,1320,8400
7509,3/27/2015,3,2.5,2120,196995,1.0,,FAIR,Average,9 Better,2120,0.0,1997,,98070,47.4089,-122.459,1304,92423
18918,4/22/2015,3,1.0,1580,7560,1.0,NO,NONE,Good,7 Average,1000,580.0,1976,0.0,98001,47.3318,-122.277,1580,7560
8042,4/17/2015,4,2.5,4120,14866,1.0,YES,EXCELLENT,Average,8 Good,2070,2050.0,1965,0.0,98006,47.5571,-122.193,3620,19729
8456,1/27/2015,3,2.5,2040,14071,2.0,,NONE,Average,7 Average,2040,0.0,1995,0.0,98019,47.7278,-121.963,1890,14040
5953,10/6/2014,4,2.5,2440,10423,1.0,NO,NONE,Average,7 Average,2440,?,1955,,98034,47.725,-122.172,1990,7758
17155,7/11/2014,3,1.75,2050,11041,1.5,NO,NONE,Very Good,9 Better,2050,0.0,1959,0.0,98005,47.5968,-122.174,2530,11041
19041,10/17/2014,4,1.75,2100,6480,1.0,NO,NONE,Very Good,7 Average,1300,800.0,1947,0.0,98177,47.7049,-122.359,1840,7500
9928,4/13/2015,6,2.5,2820,8600,1.0,NO,NONE,Very Good,8 Good,1430,1390.0,1967,0.0,98006,47.565,-122.144,2070,8900
13799,6/13/2014,3,2.5,2070,8337,2.0,NO,NONE,Average,8 Good,2070,0.0,1997,0.0,98030,47.3658,-122.176,2030,7248
11428,9/22/2014,3,3.5,3010,5717,2.0,NO,NONE,Average,10 Very Good,3010,0.0,2000,0.0,98007,47.5943,-122.15,2780,5138
13928,12/15/2014,4,3.0,2390,7309,2.0,NO,NONE,Good,7 Average,2390,0.0,1944,1981.0,98002,47.294,-122.218,930,7308
15154,2/23/2015,1,2.0,1780,188465,2.0,NO,NONE,Average,10 Very Good,1780,0.0,2001,0.0,98045,47.4506,-121.768,1780,21094
17899,12/15/2014,3,1.75,2270,7156,1.0,NO,NONE,Average,7 Average,1370,900.0,1948,0.0,98168,47.4864,-122.316,1210,7156
14783,10/23/2014,4,1.0,1360,5814,1.5,NO,NONE,Fair,6 Low Average,1360,0.0,1900,0.0,98122,47.6038,-122.314,1010,5814
11923,1/22/2015,3,1.75,1490,8357,1.0,NO,NONE,Good,7 Average,1490,0.0,1993,0.0,98038,47.3473,-122.037,1490,7376
7236,8/12/2014,4,3.0,2800,7198,2.0,NO,NONE,Average,8 Good,2800,0.0,2002,0.0,98038,47.3538,-122.013,3610,7845
6468,6/2/2014,3,2.5,2290,3475,2.0,NO,NONE,Average,9 Better,2290,0.0,2006,0.0,98029,47.5551,-122.001,2340,3626
13286,3/5/2015,4,3.0,3350,199253,2.0,NO,NONE,Average,10 Very Good,3350,0.0,2004,0.0,98010,47.3602,-121.988,3350,183897
10832,6/11/2014,4,2.75,2490,17833,2.0,NO,AVERAGE,Average,9 Better,1490,1000.0,1979,,98125,47.7206,-122.284,2640,16943
15749,7/2/2014,5,2.5,2160,7737,2.0,NO,NONE,Average,7 Average,2160,0.0,1998,0.0,98065,47.5381,-121.872,2460,7737
9053,12/4/2014,3,1.5,1900,43186,1.5,NO,NONE,Good,7 Average,1300,600.0,1971,0.0,98038,47.4199,-121.99,2080,108028
1505,9/25/2014,4,2.5,2770,7000,1.0,NO,NONE,Good,7 Average,1940,830.0,1979,0.0,98001,47.3396,-122.256,2140,7684
6054,1/8/2015,4,3.5,3000,5300,1.0,NO,NONE,Very Good,7 Average,1780,1220.0,1949,0.0,98115,47.6748,-122.279,1360,5450
596,7/22/2014,2,2.5,1400,2958,2.0,,NONE,Average,8 Good,1400,0.0,2007,,98126,47.5496,-122.373,1540,2385
15491,4/14/2015,4,1.75,1870,6000,1.0,NO,NONE,Very Good,8 Good,1670,200.0,1949,0.0,98199,47.6435,-122.399,1710,6000
4225,3/25/2015,2,1.0,1200,6278,1.0,NO,NONE,Average,7 Average,1080,120.0,1942,,98103,47.7001,-122.351,1200,6211
2550,1/5/2015,4,2.5,2460,10320,2.0,NO,NONE,Average,8 Good,2460,0.0,1993,0.0,98092,47.2599,-122.215,2210,9024
20399,7/3/2014,3,1.75,1630,1526,3.0,,NONE,Average,8 Good,1630,0.0,2014,0.0,98103,47.6536,-122.354,1570,1274
13135,9/5/2014,6,1.0,2330,5000,1.5,,NONE,Good,7 Average,2330,0.0,1920,,98117,47.6789,-122.397,1570,5000
7440,6/12/2014,3,1.0,1510,5000,1.5,NO,NONE,Average,7 Average,1510,0.0,1909,0.0,98105,47.6708,-122.297,1680,4000
20229,12/17/2014,4,2.5,2730,4847,2.0,NO,NONE,Average,9 Better,2730,0.0,2008,,98126,47.549,-122.374,1250,4840
6768,7/22/2014,3,2.0,1580,7400,1.0,NO,NONE,Average,7 Average,1050,530.0,1977,0.0,98052,47.6715,-122.162,1560,7458
3199,5/9/2014,2,1.0,810,7980,1.0,NO,NONE,Poor,6 Low Average,810,0.0,1928,0.0,98146,47.489,-122.337,1440,7980
2681,12/9/2014,4,2.5,3070,5762,2.0,NO,NONE,Average,10 Very Good,3070,0.0,2000,,98075,47.5847,-122.08,3630,6500
6449,5/27/2014,4,2.0,2330,6250,1.0,NO,NONE,Good,7 Average,1400,930.0,1941,0.0,98030,47.3782,-122.228,2050,9000
7951,3/29/2015,3,1.75,1190,6000,1.0,NO,NONE,Average,7 Average,1190,0.0,1952,,98178,47.5026,-122.236,1200,6000
17653,9/11/2014,3,2.25,1360,5111,1.5,NO,NONE,Very Good,7 Average,1360,0.0,1934,0.0,98115,47.6988,-122.313,1900,5111
14626,8/7/2014,3,1.0,1010,10215,1.0,NO,NONE,Average,6 Low Average,1010,0.0,1955,0.0,98146,47.4872,-122.345,1320,10245
1045,3/18/2015,4,2.25,2210,8862,1.0,NO,NONE,Good,8 Good,1270,940.0,1977,,98011,47.7725,-122.198,2030,8862
13044,9/15/2014,1,1.0,640,10280,1.0,NO,NONE,Fair,5 Fair,640,0.0,1920,0.0,98126,47.5144,-122.368,1090,9000
15804,6/11/2014,4,2.75,2414,7693,2.0,NO,NONE,Average,8 Good,2414,0.0,2006,0.0,98002,47.3046,-122.222,1500,7177
2644,7/17/2014,3,1.75,1480,7475,1.5,NO,NONE,Average,8 Good,1480,0.0,1943,,98115,47.6732,-122.272,2120,7216
4435,11/10/2014,3,2.5,3670,18505,1.0,NO,EXCELLENT,Average,10 Very Good,2530,1140.0,1983,0.0,98177,47.7588,-122.376,2920,20000
15452,6/5/2014,4,1.75,2000,6032,1.0,NO,AVERAGE,Average,7 Average,1300,700.0,1959,0.0,98146,47.5132,-122.389,1930,6032
